    0 0.000000 -33.675845 0.000000 0.000000 0.000000 0.000000 0.000000
    1 1.293626 -15.395120 0.923828 0.846817 0.000000 3.215283 0.509766
    2 1.319536 -23.677673 1.078125 0.770549 0.000000 3.181639 0.527344
    3 1.808101 -29.927469 0.900391 0.737539 0.000000 3.638149 0.480469
    4 1.834758 -24.003627 0.884766 0.780496 0.000000 3.746849 0.496094
    5 2.503123 -29.311559 0.841797 0.791354 0.000000 4.184750 0.447266
    6 2.357023 -49.332950 0.857422 0.902627 0.000000 4.063802 0.448242
    7 2.761340 -53.163823 0.625000 0.928819 0.000000 5.765212 0.327148
    8 2.761340 -63.562451 0.632812 0.944989 0.000000 5.789309 0.328125
    9 1.737593 -43.002891 0.722656 0.638124 0.000000 4.415424 0.400391
   10 1.932013 -57.574839 0.683594 0.744468 0.000000 4.777993 0.413086
   11 2.436896 -25.159745 0.728516 0.696902 0.000000 4.406641 0.388672
   12 1.785961 -32.502451 0.873047 0.799517 0.000000 4.112849 0.446289
   13 1.323987 -31.492919 0.863281 0.711416 0.000000 3.695117 0.469727
   14 1.737593 -47.861173 0.746094 0.850297 0.000000 3.495053 0.488281
   15 1.910497 -49.567453 0.753906 0.893984 0.000000 3.707727 0.472656
   16 2.199004 -47.976117 0.597656 0.930172 0.000000 4.761318 0.407227
   17 2.884441 -39.740556 0.746094 0.709765 0.000000 4.286468 0.423828
   18 2.250000 -49.182354 0.765625 0.885195 0.000000 4.294115 0.419922
   19 2.003084 -54.296493 0.781250 0.556853 0.000000 4.124380 0.423828
   20 1.808101 -20.515730 0.771484 0.884772 0.000000 3.967208 0.452148
   21 1.636734 -31.756657 0.957031 0.710294 0.000000 3.596359 0.482422
   22 1.328281 -39.861173 0.767578 0.732245 0.000000 3.326081 0.509766
   23 1.278275 -43.664059 0.992188 0.918124 0.000000 3.504636 0.475586
   24 1.561557 -25.660459 0.859375 1.011514 0.000000 3.447248 0.484375
   25 1.350926 -26.113282 0.896484 0.901965 0.000000 3.277978 0.508789
   26 1.233171 -25.210341 0.978516 0.534241 0.000000 3.176333 0.536133
   27 1.617215 -34.288737 0.955078 0.853655 0.000000 3.527263 0.492188
   28 1.151086 -53.993444 0.876953 0.663348 0.000000 3.385315 0.500977
   29 1.584929 -22.868957 0.878906 0.726199 0.000000 3.578507 0.486328
   30 1.831876 -32.635776 0.888672 0.963662 0.000000 3.549763 0.482422
   31 1.509231 -28.621839 1.052734 0.748506 0.000000 3.500304 0.511719
   32 1.547416 -16.022247 0.988281 0.831450 0.000000 3.649999 0.490234
   33 2.446968 -17.450953 0.982422 0.860119 0.000000 3.681051 0.507812
   34 1.699056 -36.523975 0.914062 0.661993 0.000000 3.811714 0.484375
   35 1.556113 -50.278773 0.804688 0.902499 0.000000 4.168517 0.474609
   36 1.834758 -43.042370 0.851562 0.861123 0.000000 4.051046 0.453125
   37 2.027588 -39.102654 0.582031 1.034001 0.000000 4.671262 0.373047
   38 2.131004 -52.167174 0.636719 0.634903 0.000000 5.512180 0.367188
   39 2.436896 -35.148552 0.699219 0.847832 0.000000 4.784723 0.384766
   40 2.260440 -39.395120 0.730469 0.776078 0.000000 3.837220 0.440430
   41 2.265470 -40.647934 0.734375 0.653989 0.000000 4.323954 0.426758
   42 1.815772 -45.574839 0.699219 0.951583 0.000000 4.589343 0.416016
   43 1.932013 -34.690487 0.906250 0.714985 0.000000 4.178457 0.443359
   44 1.818209 -28.285950 0.990234 0.878036 0.000000 4.235005 0.449219
   45 1.616542 -38.059176 0.902344 0.724127 0.000000 3.494445 0.466797
   46 1.307692 -30.847024 1.048828 0.616148 0.000000 3.146783 0.544922
   47 1.308625 -38.262451 0.804688 0.776940 0.000000 3.460739 0.471680
   48 1.261886 -27.663728 0.871094 0.697839 0.000000 3.386063 0.495117
   49 1.328281 -33.432682 0.791016 0.648055 0.000000 3.450329 0.469727
   50 1.240520 -32.241506 0.943359 0.607931 0.000000 3.078311 0.543945
   51 1.409329 -20.173603 0.830078 1.015623 0.000000 3.401766 0.494141
   52 2.002576 -34.875913 0.933594 0.663967 0.000000 3.401821 0.493164
   53 1.149464 -24.320046 0.824219 0.981676 0.000000 4.125866 0.430664
   54 1.151086 -35.489733 0.916016 0.781405 0.000000 3.450346 0.513672
   55 1.734604 -1.100418 1.089844 0.488957 0.000000 3.098947 0.557617
   56 1.907662 -31.402876 1.000000 0.813172 0.000000 3.469910 0.505859
   57 1.283997 -26.204786 1.015625 0.735273 0.000000 3.233179 0.541016
   58 1.198183 -39.317770 0.957031 0.664394 0.000000 3.430904 0.509766
   59 1.138129 -38.483930 0.875000 0.597080 0.000000 3.402498 0.481445
   60 1.939450 -22.075907 1.101562 0.797251 0.000000 3.740473 0.497070
   61 1.590571 -43.912660 0.949219 0.815305 0.000000 4.180759 0.436523
   62 1.419116 -27.937673 0.933594 0.809808 0.000000 3.657606 0.487305
   63 2.677542 -42.830062 0.982422 0.881847 0.000000 4.008590 0.467773
   64 2.627975 -1.604299 0.833984 0.566136 0.000000 4.707697 0.416016
   65 2.012308 -51.390266 0.912109 0.556421 0.000000 4.276242 0.465820
   66 2.102380 -28.645549 0.861328 0.736170 0.000000 3.957895 0.470703
   67 1.726746 -46.646976 0.957031 0.922305 0.000000 3.651820 0.509766
   68 1.447719 -33.748752 0.791016 0.552084 0.000000 4.042681 0.459961
