  134 53615.623    0.375  262.222    7.816   67.028    1.354   88.279   32.368 
  135 53274.449    0.375  262.389    7.778   67.083    1.349  102.241   34.213 
  136 53083.809    0.344  262.556    7.769   67.111    1.346   87.586   32.110 
  137 52942.641    0.344  262.694    7.761   67.250    1.347   87.590   32.110 
  138 52852.815    0.344  262.722    7.745   67.361    1.384   87.590   32.110 
  139 52595.796    0.344  262.889    7.725   67.306    1.379   73.630   29.947 
  140 52248.124    0.531  263.139    7.694   67.528    1.384   88.292   32.367 
  141 51834.028    0.406  263.306    7.646   67.417    1.364   88.295   32.366 
  142 51728.759    0.281  263.417    7.642   67.500    1.377   73.548   29.911 
  143 51598.345    0.562  263.750    7.674   67.528    1.385   73.550   29.911 
  144 51459.798    0.406  263.778    7.651   67.500    1.375   73.551   29.911 
  145 51093.714    0.438  263.972    7.620   67.333    1.376   73.551   29.911 
  146 50829.045    0.531  264.056    7.581   67.306    1.380   59.577   27.378 
  147 50568.537    0.406  264.250    7.560   67.444    1.371   59.577   27.378 
  148 50276.408    0.406  264.417    7.536   67.278    1.351   59.582   27.378 
  149 50034.612    0.344  264.500    7.505   67.194    1.348   59.571   27.379 
  150 49919.201    0.281  264.639    7.504   67.250    1.366   59.570   27.379 
  151 49849.716    0.250  264.694    7.500   67.250    1.364   59.569   27.379 
  152 49451.516    0.594  264.722    7.423   67.306    1.382   59.569   27.379 
  153 49187.845    0.344  264.861    7.394   67.250    1.352   59.569   27.379 
  154 48878.212    0.531  265.139    7.381   67.306    1.345   44.642   23.811 
  155 48718.009    0.312  265.278    7.374   67.250    1.345   44.642   23.811 
  156 48412.954    0.500  265.444    7.340   67.278    1.353   44.642   23.811 
  157 48153.494    0.469  265.500    7.294   67.306    1.346   44.646   23.811 
  158 47925.559    0.531  265.611    7.265   67.389    1.356   44.651   23.811 
  159 47475.010    0.531  265.722    7.191   67.333    1.370   44.643   23.811 
  160 47277.283    0.406  265.833    7.173   67.250    1.354   29.246   18.953 
  161 46904.694    0.500  266.028    7.131   67.222    1.342   43.207   22.976 
  162 46702.883    0.438  266.222    7.123   67.194    1.354   43.181   22.977 
  163 46437.453    0.406  266.417    7.103   67.139    1.351   43.570   23.208 
  164 46237.036    0.469  266.583    7.091   67.139    1.344   43.567   23.208 
  165 45989.638    0.344  266.806    7.076   67.194    1.353   43.570   23.208 
  166 45788.510    0.406  266.944    7.061   67.111    1.352   28.538   18.449 
  167 45700.854    0.375  267.139    7.076   67.194    1.361   28.528   18.449 
  168 45534.288    0.281  267.333    7.069   67.361    1.388   28.532   18.449 
  169 45150.161    0.531  267.556    7.024   67.444    1.411   29.253   18.930 
  170 45119.219    0.219  267.528    7.009   67.500    1.408   29.253   18.930 
  171 44927.227    0.344  267.639    6.991   67.389    1.405   29.268   18.930 
  172 44574.081    0.438  267.778    6.941   67.278    1.388   29.299   18.929 
  173 44364.620    0.688  268.000    6.925   67.528    1.390   29.302   18.928 
  174 44040.642    0.438  268.222    6.901   67.361    1.364   29.300   18.929 
  175 43881.881    0.469  268.389    6.893   67.472    1.376   29.297   18.929 
  176 43730.553    0.406  268.611    6.900   67.500    1.387   29.293   18.929 
  177 43632.140    0.375  268.611    6.872   67.667    1.400   29.293   18.929 
  178 43416.266    0.312  268.694    6.839   67.694    1.416   29.291   18.929 
  179 43208.643    0.438  268.833    6.815   67.806    1.435   29.293   18.929 
  180 42965.766    0.438  268.889    6.773   67.667    1.444   29.286   18.929 
  181 42859.465    0.281  269.083    6.784   67.667    1.442   29.287   18.929 
  182 42783.493    0.281  269.139    6.773   67.722    1.440   29.288   18.929 
  183 42592.370    0.375  269.333    6.758   67.861    1.450   29.295   18.929 
  184 42427.189    0.438  269.528    6.759   67.833    1.456   29.290   18.929 
  185 42194.339    0.312  269.639    6.731   67.694    1.449   29.290   18.929 
  186 42064.461    0.312  269.806    6.733   67.694    1.454   29.283   18.929 
  187 41784.224    0.469  269.972    6.700   67.694    1.462   29.340   18.927 
  188 41636.293    0.406  270.000    6.673   67.667    1.491   29.335   18.927 
  189 41497.398    0.344  270.083    6.654   67.750    1.502   29.339   18.927 
  190 41418.823    0.312  270.111    6.645   67.667    1.494   29.339   18.927 
  191 41261.366    0.531  270.278    6.648   67.389    1.468   29.339   18.927 
  192 41004.128    0.438  270.472    6.619   67.472    1.471   29.330   18.927 
  193 40858.294    0.312  270.639    6.614   67.500    1.475   29.330   18.927 
  194 40727.590    0.188  270.639    6.582   67.556    1.478   29.326   18.928 
  195 40589.891    0.281  270.722    6.562   67.667    1.493   29.319   18.928 
  196 40346.508    0.438  270.917    6.543   67.639    1.492   29.319   18.928 
  197 40248.463    0.281  271.000    6.536   67.639    1.506   29.321   18.928 
  198 40014.577    0.438  271.139    6.509   67.528    1.493   29.322   18.928 
  199 39783.376    0.375  271.222    6.465   67.667    1.514   29.323   18.928 
  200 39617.467    0.438  271.417    6.460   67.778    1.522   29.315   18.928 
  201 39547.821    0.344  271.472    6.455   67.750    1.533   49.714   27.087 
  202 39403.289    0.438  271.528    6.424   67.972    1.576   49.910   27.225 
  203 39245.337    0.375  271.583    6.401   67.861    1.556   49.927   27.224 
  204 39033.768    0.344  271.722    6.376   67.861    1.546   49.930   27.224 
  205 38925.725    0.438  271.778    6.366   67.694    1.530   49.923   27.224 
  206 38709.441    0.500  272.000    6.350   67.778    1.529   49.923   27.224 
  207 38526.335    0.406  272.167    6.333   67.833    1.546   50.400   27.446 
  208 38388.660    0.344  272.333    6.335   67.778    1.544   50.402   27.446 
  209 38213.529    0.375  272.444    6.318   67.667    1.539   50.381   27.447 
  210 38045.324    0.406  272.556    6.295   67.694    1.546   50.369   27.448 
  211 37922.143    0.375  272.639    6.280   67.667    1.538   48.933   26.431 
  212 37673.639    0.531  272.833    6.249   67.861    1.555   48.897   26.433 
  213 37501.333    0.500  273.000    6.243   67.722    1.528   48.418   26.201 
  214 37337.032    0.469  273.167    6.229   67.806    1.540   48.421   26.201 
  215 37236.511    0.188  273.278    6.224   67.806    1.535   48.421   26.201 
  216 37104.303    0.312  273.389    6.216   67.722    1.556   48.422   26.201 
  217 36997.978    0.406  273.528    6.207   67.861    1.590   48.428   26.201 
  218 36857.408    0.281  273.611    6.190   67.806    1.596   48.428   26.201 
  219 36620.756    0.375  273.722    6.153   67.778    1.594   48.428   26.201 
  220 36571.800    0.344  273.806    6.151   67.917    1.608   48.429   26.201 
  221 36439.647    0.562  274.000    6.141   68.222    1.631   48.434   26.200 
  222 36215.430    0.438  274.111    6.117   67.944    1.604   48.433   26.200 
  223 35985.599    0.375  274.222    6.093   67.667    1.575   48.433   26.200 
  224 35790.464    0.406  274.361    6.076   67.417    1.556   48.433   26.200 
  225 35484.547    0.469  274.583    6.048   67.278    1.522   48.437   26.200 
  226 35337.468    0.281  274.667    6.025   67.306    1.525   48.432   26.200 
  227 35248.109    0.250  274.750    6.018   67.306    1.525   48.430   26.201 
  228 35027.477    0.406  274.889    5.990   67.278    1.522   50.094   27.006 
  229 34896.691    0.312  275.111    6.000   67.222    1.516   50.090   27.006 
  230 34732.779    0.312  275.250    5.980   67.250    1.527   50.097   27.006 
  231 34544.167    0.438  275.389    5.956   67.333    1.537   50.099   27.006 
  232 34438.806    0.312  275.444    5.937   67.389    1.541   50.104   27.006 
  233 34236.968    0.375  275.556    5.895   67.556    1.566   50.105   27.006 
  234 34157.982    0.250  275.722    5.907   67.528    1.566   50.098   27.006 
  235 33871.348    0.469  275.861    5.849   67.667    1.614   50.105   27.006 
  236 33714.630    0.406  276.028    5.842   67.556    1.608   50.105   27.006 
  237 33606.102    0.312  276.167    5.846   67.417    1.587   50.108   27.005 
  238 33414.011    0.375  276.333    5.824   67.444    1.587   50.114   27.005 
  239 33282.944    0.438  276.444    5.808   67.444    1.594   35.675   23.525 
  240 33129.138    0.375  276.556    5.785   67.528    1.607   35.658   23.526 
  241 33060.446    0.219  276.611    5.776   67.556    1.614   35.656   23.526 
  242 32989.176    0.344  276.694    5.767   67.667    1.625   35.658   23.526 
  243 32766.753    0.562  276.972    5.756   67.750    1.646   35.667   23.526 
  244 32691.047    0.281  277.056    5.748   67.778    1.647   35.680   23.525 
  245 32484.553    0.469  277.250    5.719   67.972    1.671   35.681   23.525 
  246 32375.374    0.344  277.278    5.700   67.861    1.650   35.681   23.525 
  247 32223.384    0.312  277.361    5.676   67.806    1.640   35.681   23.525 
  248 32153.603    0.438  277.389    5.661   67.806    1.674   35.681   23.525 
  249 31968.190    0.375  277.528    5.633   67.861    1.685   35.683   23.525 
  250 31800.544    0.531  277.722    5.611   68.083    1.717   35.679   23.525 
  251 31601.162    0.438  277.917    5.588   68.111    1.740   35.667   23.526 
  252 31531.176    0.438  278.028    5.595   67.972    1.703   35.656   23.526 
  253 31421.573    0.344  278.250    5.606   67.944    1.707   35.658   23.526 
  254 31354.423    0.375  278.306    5.601   67.889    1.694   35.462   23.376 
  255 31246.984    0.312  278.389    5.589   67.833    1.688   35.462   23.376 
  256 31049.637    0.438  278.556    5.564   67.833    1.709   35.462   23.376 
  257 30818.606    0.438  278.639    5.526   67.556    1.652   35.464   23.376 
  258 30664.712    0.375  278.694    5.494   67.528    1.661   35.469   23.375 
  259 30624.332    0.281  278.750    5.493   67.500    1.649   35.469   23.375 
  260 30484.763    0.375  278.917    5.488   67.333    1.618   35.469   23.375 
  261 30301.885    0.281  279.056    5.459   67.417    1.619   35.469   23.375 
  262 30124.390    0.312  279.139    5.431   67.278    1.589   35.471   23.375 
  263 29855.314    0.469  279.361    5.389   67.417    1.614   16.578   14.549 
  264 29608.286    0.438  279.472    5.336   67.472    1.648   16.571   14.549 
  265 29476.963    0.375  279.639    5.327   67.500    1.655   16.571   14.549 
  266 29413.136    0.312  279.556    5.297   67.417    1.649   16.571   14.549 
  267 29193.541    0.500  279.778    5.272   67.444    1.637   16.564   14.550 
  268 29024.856    0.438  279.944    5.252   67.472    1.650   16.562   14.550 
  269 28831.289    0.469  280.111    5.226   67.472    1.652   16.562   14.550 
  270 28621.252    0.438  280.250    5.193   67.361    1.630   16.559   14.550 
  271 28382.551    0.531  280.528    5.170   67.389    1.643   16.564   14.550 
  272 28287.682    0.281  280.583    5.153   67.361    1.630   16.552   14.550 
  273 28153.115    0.312  280.667    5.134   67.306    1.612   16.548   14.550 
  274 28017.125    0.375  280.778    5.112   67.306    1.614   16.550   14.550 
  275 27867.255    0.344  280.944    5.099   67.278    1.617   16.550   14.550 
  276 27784.246    0.281  280.917    5.076   67.139    1.598   16.553   14.550 
  277 27629.412    0.375  281.111    5.068   67.056    1.585   16.544   14.550 
  278 27466.417    0.625  281.250    5.048   67.028    1.582   16.552   14.550 
  279 27274.008    0.312  281.361    5.013   66.944    1.584   16.552   14.550 
  280 27075.528    0.406  281.444    4.972   66.861    1.576   16.552   14.550 
  281 26955.279    0.500  281.611    4.968   66.833    1.593   16.548   14.550 
  282 26736.293    0.500  281.861    4.943   66.917    1.615   16.551   14.550 
  283 26692.690    0.312  281.972    4.953   66.861    1.606   16.555   14.550 
  284 26571.532    0.344  282.056    4.932   66.833    1.608   16.555   14.550 
  285 26438.720    0.312  282.167    4.906   66.944    1.654   16.562   14.550 
  286 26403.076    0.188  282.167    4.897   66.889    1.649   16.559   14.550 
  287 26305.761    0.375  282.222    4.878   66.861    1.628   16.566   14.549 
  288 26146.280    0.375  282.361    4.850   66.944    1.655   16.567   14.549 
  289 26022.322    0.312  282.361    4.812   66.889    1.663   16.568   14.549 
  290 25863.168    0.562  282.472    4.773   67.028    1.677   34.980   22.969 
  291 25753.588    0.281  282.528    4.746   67.056    1.688   34.980   22.969 
  292 25567.383    0.375  282.694    4.719   66.972    1.692   34.983   22.969 
  293 25479.885    0.406  282.861    4.712   67.139    1.713   34.983   22.969 
  294 25317.225    0.438  283.139    4.711   67.111    1.711   34.984   22.969 
  295 25227.783    0.469  283.278    4.706   67.139    1.712   34.982   22.969 
  296 25160.069    0.375  283.278    4.682   67.167    1.724   34.983   22.969 
  297 25036.318    0.344  283.417    4.662   67.250    1.721   34.984   22.969 
  298 24891.371    0.281  283.583    4.650   67.167    1.710   34.985   22.969 
  299 24852.577    0.312  283.667    4.646   67.306    1.754   34.988   22.968 
  300 24794.776    0.281  283.889    4.663   67.389    1.758   34.991   22.968 
  301 24636.385    0.562  283.972    4.620   67.500    1.803   35.406   23.222 
  302 24612.976    0.125  283.972    4.612   67.500    1.806   35.404   23.222 
  303 24510.236    0.438  284.000    4.581   67.500    1.851   35.391   23.222 
  304 24353.791    0.344  284.139    4.562   67.389    1.825   35.391   23.222 
  305 24231.868    0.312  284.167    4.532   67.278    1.795   35.391   23.222 
  306 24127.483    0.312  284.278    4.513   67.361    1.814   35.394   23.222 
  307 23932.010    0.469  284.500    4.495   67.278    1.808   18.204   16.194 
  308 23847.959    0.344  284.583    4.485   67.222    1.793   18.204   16.194 
  309 23750.454    0.375  284.722    4.474   67.250    1.802   18.204   16.194 
  310 23624.258    0.281  284.889    4.464   67.194    1.802   18.206   16.194 
  311 23546.160    0.312  285.056    4.468   67.167    1.802   18.207   16.193 
  312 23429.008    0.250  285.111    4.444   67.083    1.797   18.196   16.194 
  313 23270.174    0.438  285.361    4.428   67.250    1.856   18.204   16.194 
  314 23199.658    0.219  285.472    4.423   67.278    1.867   18.204   16.194 
  315 23147.627    0.156  285.500    4.407   67.333    1.865   18.205   16.194 
  316 22968.476    0.375  285.639    4.373   67.306    1.868   18.206   16.194 
  317 22869.741    0.469  285.806    4.368   67.278    1.882   18.205   16.194 
  318 22801.892    0.375  285.972    4.370   67.333    1.886   18.203   16.194 
  319 22689.574    0.406  286.056    4.340   67.417    1.880   18.675   16.659 
  320 22656.615    0.188  286.111    4.338   67.417    1.885   18.659   16.660 
  321 22554.913    0.344  286.194    4.324   67.361    1.870   18.656   16.660 
  322 22405.408    0.344  286.389    4.307   67.306    1.857   18.656   16.660 
  323 22263.241    0.406  286.611    4.294   67.278    1.848   18.655   16.660 
  324 22216.282    0.281  286.667    4.289   67.250    1.830   18.655   16.660 
  325 22145.524    0.344  286.750    4.278   67.278    1.842   18.654   16.660 
  326 22071.163    0.344  286.889    4.276   67.278    1.844   18.656   16.660 
  327 21980.228    0.438  287.000    4.266   67.250    1.828   18.656   16.660 
  328 21947.002    0.375  286.944    4.244   67.222    1.828   18.665   16.659 
  329 21776.558    0.406  287.139    4.217   67.222    1.828   18.666   16.659 
  330 21682.388    0.469  287.306    4.211   67.222    1.848   18.664   16.659 
  331 21626.279    0.344  287.444    4.217   67.194    1.820   18.658   16.660 
  332 21559.460    0.375  287.500    4.203   67.167    1.817   18.677   16.659 
  333 21465.714    0.438  287.583    4.186   67.111    1.810   18.679   16.659 
  334 21380.363    0.375  287.667    4.171   67.083    1.827   18.684   16.659 
  335 21282.510    0.281  287.750    4.153   67.028    1.821   18.684   16.659 
  336 21219.658    0.406  287.889    4.147   67.111    1.857   18.685   16.659 
  337 21111.046    0.344  287.972    4.125   67.028    1.842    2.424    0.640 
  338 21036.743    0.312  288.056    4.107   67.111    1.835    2.425    0.640 
  339 20994.756    0.188  288.111    4.105   67.056    1.816    2.423    0.640 
  340 20791.032    0.469  288.278    4.051   67.139    1.812    2.419    0.640 
  341 20615.411    0.562  288.500    4.024   67.111    1.805    2.418    0.640 
  342 20607.951    0.312  288.500    4.021   67.111    1.813    2.420    0.640 
  343 20546.097    0.219  288.583    4.012   67.111    1.820    2.419    0.640 
  344 20473.255    0.344  288.722    4.007   67.139    1.818    2.418    0.640 
  345 20438.673    0.281  288.750    4.005   67.056    1.815    2.402    0.639 
  346 20361.963    0.312  288.778    3.985   66.972    1.791    2.404    0.639 
  347 20277.372    0.438  288.861    3.963   66.972    1.781    2.409    0.639 
  348 20152.765    0.469  288.972    3.937   66.944    1.758    2.401    0.639 
  349 20057.512    0.406  289.083    3.922   66.917    1.751    2.400    0.639 
  350 20022.296    0.219  289.111    3.910   66.944    1.747    2.399    0.639 
  351 19983.997    0.188  289.111    3.898   66.889    1.738    2.330    0.636 
  352 19888.940    0.281  289.222    3.886   66.833    1.730    2.328    0.636 
  353 19801.813    0.250  289.306    3.866   66.833    1.729    2.328    0.636 
  354 19678.398    0.375  289.417    3.847   66.694    1.715    2.327    0.636 
  355 19599.798    0.406  289.556    3.847   66.611    1.721    2.328    0.636 
  356 19436.270    0.438  289.806    3.817   66.750    1.742    2.330    0.636 
  357 19384.819    0.438  289.806    3.794   66.778    1.745    2.335    0.636 
  358 19348.328    0.281  289.833    3.789   66.722    1.735    2.336    0.636 
  359 19268.958    0.344  290.000    3.779   66.806    1.759    2.331    0.636 
  360 19133.862    0.438  290.139    3.757   66.750    1.754    2.335    0.636 
  361 19064.047    0.344  290.333    3.756   66.806    1.751    2.401    0.639 
  362 18959.325    0.469  290.389    3.727   66.778    1.748    2.400    0.639 
  363 18897.201    0.344  290.444    3.716   66.778    1.737    2.413    0.638 
  364 18831.035    0.438  290.583    3.718   66.694    1.716   22.773   20.159 
  365 18822.940    0.375  290.667    3.728   66.722    1.728   22.771   20.159 
  366 18720.924    0.344  290.917    3.732   66.694    1.723   22.768   20.159 
  367 18654.039    0.344  291.028    3.713   66.806    1.736   22.776   20.159 
  368 18590.321    0.344  291.111    3.690   66.972    1.747   22.770   20.159 
  369 18465.916    0.375  291.167    3.648   66.917    1.727   22.770   20.159 
